blockchain,nft_contract_address,project_contract_address,token_id,evt_type,trade_category,trade_type,tx_hash,block_time,block_number,amount_raw,amount_original,amount_usd,currency_contract,currency_symbol,project,number_of_items,tx_from,tx_to
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,742,Trade,buy,single item trade,0x1e50f0558512adef87197d77b745021a8af4f0c2ed3d22d197d8a52a9f99f855,2023-11-20 14:02:35.000 UTC,18613468,444000000000000000,0.444,896.62692,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x8b3ed5d38e3f12d936611181f97a7f359ddcf5d0,0x39da41747a83aee658334415666f3ef92dd0d541
ethereum,0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,24456,Trade,Buy,secondary,0xbeaae1ee3cf857d3131705a19885496f9856835bbe76c64555ad1dd589faf899,2023-11-20 14:02:35.000 UTC,18613468,170000000000000000,0.17,343.41020000000003,0x0000000000000000000000000000000000000000,ETH,x2y2,1,0x9665937c67443bb321ceee7a17af908027066b6e,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3
ethereum,0x142e03367ede17cd851477a4287d1f35676e6dc2,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,9275,Trade,Buy,secondary,0x27e98f24d73ab598e77f07bbdcdda554b61e8ac8c498a92ceaffa02ee9e3ec83,2023-11-20 14:02:47.000 UTC,18613469,260000000000000000,0.26,525.0518000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x8028c7e1db53d1076a2d54c69efe3b1fbb4f6d73,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,3441,Trade,buy,single item trade,0xc5d037d344c0ac91931a051619f7d6cf10a96f49e158c58217deb6b900ef4215,2023-11-20 14:02:47.000 UTC,18613469,208000000000000000,0.208,420.04143999999997,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x73b1282a0042d1b11148b99f236f20174e22e801,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8dd23d86c4f85335e124949152fcc23312b0e927,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2993,Trade,buy,single item trade,0xd6aeec6cec4e3a228583c26365134391e5ab3586c8fd1c3de28341d59baa9681,2023-11-20 14:02:47.000 UTC,18613469,37400000000000000,0.0374,75.52668200000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x83082b5c37805dcee9fa77acee47cb9770eb568c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,296,Trade,Buy,secondary,0xd7b419fb32bf6d0cb0700f169bee04c15c17f5ec7c4900cba7fcf36051421559,2023-11-20 14:02:59.000 UTC,18613470,709851000000000000,0.709851,1433.49440493,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x3af2a97414d1101e2107a70e7f33955da1346305,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,8276,Trade,Sell,secondary,0x850ee9bd96743013474dc5fdd41badc607c42682d13a643ada0467b382ac5b5c,2023-11-20 14:02:59.000 UTC,18613470,650000000000000000,0.65,1312.6295,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x84f975b9274881d862fb61b48c4836fa55141c88,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4232,Trade,Buy,secondary,0x52b5258323221c596972d4b31795d4fc9fc1eafaf2a0207395b701fd6714f387,2023-11-20 14:02:59.000 UTC,18613470,199000000000000000,0.199,401.86657,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x9249280cd13a963fdd97f64be72338d06e0e2166,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1269,Trade,Buy,secondary,0xd7b419fb32bf6d0cb0700f169bee04c15c17f5ec7c4900cba7fcf36051421559,2023-11-20 14:02:59.000 UTC,18613470,709899000000000000,0.709899,1433.59133757,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5070,Trade,buy,single item trade,0x666d999ec63ab5b9b5d3a258c9934391b4f2ef128e2fa00f29ca8ed97a1fc274,2023-11-20 14:03:11.000 UTC,18613471,169900000000000000,0.1699,343.101157,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x597005d6f2dde976b46cbd5550db9fab5dae173c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,3497,Trade,buy,single item trade,0x666d999ec63ab5b9b5d3a258c9934391b4f2ef128e2fa00f29ca8ed97a1fc274,2023-11-20 14:03:11.000 UTC,18613471,169900000000000000,0.1699,343.101157,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x597005d6f2dde976b46cbd5550db9fab5dae173c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4168,Trade,buy,single item trade,0x666d999ec63ab5b9b5d3a258c9934391b4f2ef128e2fa00f29ca8ed97a1fc274,2023-11-20 14:03:11.000 UTC,18613471,170000000000000000,0.17,343.30310000000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x597005d6f2dde976b46cbd5550db9fab5dae173c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5591,Trade,Buy,secondary,0x3c7674d291b1cb9f2569e9addd536d0a6eed1fa8d553980bae50593510cf3938,2023-11-20 14:03:23.000 UTC,18613472,320000000000000000,0.32,646.2176000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x4381e98680c2ac1763dbdab17891c044737a03ad,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1504,Trade,Buy,secondary,0x845cfb8e174cbd37ec9134d773d4bd92a5682baf1c9b733aa9119b80b3001d96,2023-11-20 14:03:23.000 UTC,18613472,199000000000000000,0.199,401.86657,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x598ed77bc7fe9cf0620d8bf48b862e95ee26a870,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2404,Trade,buy,single item trade,0x21a1c1536d6f80294a9cf221059d236f1554f3be8ef5ad6414134007d1b5d485,2023-11-20 14:03:35.000 UTC,18613473,250000000000000000,0.25,504.8575,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x59ee696890b454cad31c88884682e3bb54014c5f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2397,Trade,Buy,secondary,0x9406c2b513e7c25f8701783d69ae31f5ecc5886a016e0be3c7826fb9024077a5,2023-11-20 14:03:59.000 UTC,18613475,44400000000000000,0.0444,89.662692,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,6786,Trade,Buy,secondary,0x9406c2b513e7c25f8701783d69ae31f5ecc5886a016e0be3c7826fb9024077a5,2023-11-20 14:03:59.000 UTC,18613475,44377000000000000,0.044377,89.61624511000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,6216,Trade,Buy,secondary,0x9406c2b513e7c25f8701783d69ae31f5ecc5886a016e0be3c7826fb9024077a5,2023-11-20 14:03:59.000 UTC,18613475,44400000000000000,0.0444,89.662692,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3199,Trade,Buy,secondary,0x4b91d62e325460c8a60fee4d7577b7a1559e2d87a9d9cf05e07fe0251367e88d,2023-11-20 14:04:23.000 UTC,18613477,169800000000000000,0.1698,342.89921400000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xf0229dc67ede292123fc54fb66d8f3192d76d9c8,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4781,Trade,buy,single item trade,0xeb150f2ef5542b77a3408b5659010b2d3067271df43c289dc342531c9664e94e,2023-11-20 14:04:23.000 UTC,18613477,170000000000000000,0.17,343.30310000000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xb6d5af73e2965e75fbaf1b41c5640e19bac59e8f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5365,Trade,Buy,secondary,0xed7416aa557d4c36b31960148de25be3b7455e5be3bc07608b8d3cbc8325c1b8,2023-11-20 14:04:35.000 UTC,18613478,44400000000000000,0.0444,89.662692,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x27421976116f7024826cca2e8a514a714011cb1f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2249,Trade,Buy,secondary,0xc823c16eace1c021e09c8ce7dbb72e7ffa7eddc5375a6c878b541720caa4dcc3,2023-11-20 14:04:47.000 UTC,18613479,170000000000000000,0.17,343.30310000000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x73a1bb338613291ac6530870fe2c5d354bfec17e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4679,Trade,Buy,secondary,0xc823c16eace1c021e09c8ce7dbb72e7ffa7eddc5375a6c878b541720caa4dcc3,2023-11-20 14:04:47.000 UTC,18613479,168999000000000000,0.168999,341.28165057,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x73a1bb338613291ac6530870fe2c5d354bfec17e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5183,Trade,Buy,secondary,0xc823c16eace1c021e09c8ce7dbb72e7ffa7eddc5375a6c878b541720caa4dcc3,2023-11-20 14:04:47.000 UTC,18613479,170000000000000000,0.17,343.30310000000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x73a1bb338613291ac6530870fe2c5d354bfec17e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2404,Trade,buy,single item trade,0x03bd1431bd3b695901e682d1dfdd1b939878427773d969ee278957c6277945a5,2023-11-20 14:04:47.000 UTC,18613479,350000000000000000,0.35,706.8004999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x8a0bd2c34c38b6b49b005bd17ebe6af485624a2c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1116,Trade,buy,single item trade,0x54c3c861c24c141e5b8c07a03ac20e7b3e8dbb2576c7c0903dcfa1ef4520cebb,2023-11-20 14:04:47.000 UTC,18613479,709900000000000000,0.7099,1433.593357,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xef4a0ce8123650aacf03120c3c5684b65bc380c2,0x39da41747a83aee658334415666f3ef92dd0d541
ethereum,0x6dab891db13a66e31579d95b71ca15280041b214,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1119,Trade,Sell,secondary,0x513a047ef470173f5453c806dca33ba2b088d551b1d819f50ed64b362d014cd7,2023-11-20 14:04:59.000 UTC,18613480,110000000000000000,0.11,222.1373,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x0932723e7624e97cae4b76ba63cd95d4250fa3ff,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x1a92f7381b9f03921564a437210bb9396471050c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8514,Trade,buy,single item trade,0x25b835e090e04971f57c603187858397e1cf4f44f71775056cb0e618d9cdf44e,2023-11-20 14:04:59.000 UTC,18613480,900000000000000000,0.9,1817.487,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x06cb6b855313162f42c338689a5ae7b6b44f12be,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,205000000000000000,0.205,413.8499,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,205000000000000000,0.205,413.8499,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,206000000000000000,0.206,415.86868,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,206900000000000000,0.2069,417.685582,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,822000000000000000,0.822,1659.43716,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,4,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x87f4a865702181549625f8b426c472059e7694820a212bf7104cb63d293ff070,2023-11-20 14:05:11.000 UTC,18613481,204000000000000000,0.204,411.83111999999994,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xca7e077ab56ba580f7dbe6e50cb2468827bcc40e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7a63d17f5a59bca04b6702f461b1f1a1c59b100b,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,58,Trade,Sell,secondary,0xbec1b2e670d19b9c106cd13d644d2b0abe50cb521ed95e967b7b4f925d9967cf,2023-11-20 14:05:23.000 UTC,18613482,7160000000000000000,7.16,14454.4648,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x62994397d331259ff2004304b6985545698318e2,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x9a87a43ac0b50984cd20964cb4978e6d9b3cbe5d,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5974,Trade,Sell,secondary,0x280a10e4e9f05dc37a94b16d3ec9a8c0630fcfd3aea5dbc3e681d8d9c00322f4,2023-11-20 14:05:23.000 UTC,18613482,50000000000000000,0.05,100.93900000000001,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x2ab317981bc8e09460c0fd761453f4117945bce8,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xb6a37b5d14d502c3ab0ae6f3a0e058bc9517786e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,6600,Trade,Sell,secondary,0x116bee26af7692c8d89d9af8c6d3f7f1cd4b9e621664bb569371f0cff1af7665,2023-11-20 14:05:23.000 UTC,18613482,560000000000000000,0.56,1130.5168,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xa99b5d848c3be187ca4d6850e270facfb0e2c0d9,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,490,Trade,Buy,secondary,0x060588ff31376401a956a396ed95a9716a9df01245199918b43d90d8b05e58d2,2023-11-20 14:05:23.000 UTC,18613482,710000000000000000,0.71,1433.3337999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x6872d36a512f5c823ddd1b0c455801453889ca90,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x7a63d17f5a59bca04b6702f461b1f1a1c59b100b,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,536,Trade,Sell,secondary,0xbec1b2e670d19b9c106cd13d644d2b0abe50cb521ed95e967b7b4f925d9967cf,2023-11-20 14:05:23.000 UTC,18613482,7170000000000000000,7.17,14474.6526,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x62994397d331259ff2004304b6985545698318e2,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,758,Trade,Buy,secondary,0x8d33e4943347b3bc8affd9cce8e22b442fce18bb9055af991ba9779f0794fb6a,2023-11-20 14:05:35.000 UTC,18613483,350000000000000000,0.35,706.573,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xf51ef67b0be5f5a9d24734d08c6dc885bd045a31,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1292,Trade,Sell,secondary,0x4c3fd3097401726e79b0a99ad58bc3f9c0697e524c3c94a1c0eb54605c293960,2023-11-20 14:05:35.000 UTC,18613483,120000000000000000,0.12,242.25359999999998,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x3df364ed7e8a887f7f9c240f7e281a4ea05ce03f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xc114f87326c0e07f40e73b6c9fcea54888c2c67f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,3977,Trade,buy,single item trade,0xf587a96c90e2f965db05606d77012e09100cb3c31a26c3005102dc6cb07fc7de,2023-11-20 14:05:35.000 UTC,18613483,12500000000000000,0.0125,25.234750000000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd3baaf27dd5c3f42cc875cc2c81cc8d16159d58b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4853,Trade,Buy,secondary,0xfba231f0f9097fd528c3c00fc5d2908ae288001967d8b69adb01692b5a44c4cd,2023-11-20 14:05:47.000 UTC,18613484,198000000000000000,0.198,399.71844,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xf25f373f4d48caa7500abcad162f234a5fc31313,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4854,Trade,Buy,secondary,0x1954b3966c1177e8f0f620c35a7b02f910b2cb7f6fd83c6ca432c43d2c2b0822,2023-11-20 14:05:47.000 UTC,18613484,130000000000000000,0.13,262.4414,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x34b3ea1e864c82912765255306ebb9f140fcf0f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x025bf91f3fd8c5ff7090ff50f0f35e55105eaf9d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,274,Trade,buy,single item trade,0x768908230340be50dd31cd18a789011ea2c6ed7eb4369287c16704252fd23906,2023-11-20 14:05:47.000 UTC,18613484,8800000000000000,0.0088,17.765264000000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x42414e51735bea55c3f1c1d513abd644af8fdd29,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5032,Trade,Buy,secondary,0x647570ae52b05f40a17b3e22206826eaea4e1f256369d325187742a876e49a88,2023-11-20 14:06:23.000 UTC,18613486,199600000000000000,0.1996,402.948488,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xcc9f836c2f5e3ce79b7d4c8ee0c200f9375f50cb,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xb7abcc333209f3e8af129ab99ee2a470a2ac5bae,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,7007,Trade,Sell,secondary,0xae7c6353c75a00dc3725f2c9ef894b4a97ea5912ec4bc9a2b9793daa4d619276,2023-11-20 14:06:23.000 UTC,18613486,40000000000000000,0.04,80.7512,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x84c4b2c8e602e07d413bba86f6842bf80f0e8fc6,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3205,Trade,Sell,secondary,0x353b101c63407108de4afeb89db54c09b237423f53b4ed35afade1a93b5de322,2023-11-20 14:06:23.000 UTC,18613486,1260000000000000000,1.26,2543.6628,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x1e5437d14c5bbd6947aedc8844c35de3c8637585,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1435,Trade,Buy,secondary,0x647570ae52b05f40a17b3e22206826eaea4e1f256369d325187742a876e49a88,2023-11-20 14:06:23.000 UTC,18613486,199900000000000000,0.1999,403.554122,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xcc9f836c2f5e3ce79b7d4c8ee0c200f9375f50cb,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4608,Trade,Buy,secondary,0xea092fe564364b3f63d15b7575c48221e4fffbe0c5a3b2af9b677c2fb4cd98ca,2023-11-20 14:06:23.000 UTC,18613486,200000000000000000,0.2,403.75600000000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x89a5a8843ca6bf3a487b5639205c49f019f55246,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x77372a4cc66063575b05b44481f059be356964a4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8470,Trade,buy,single item trade,0x3db9ef80cf556fc9afd854e7eb0e2c1c60e9eeb897047e4913b359f5a976c27d,2023-11-20 14:06:23.000 UTC,18613486,,,,,,opensea,1,0x99c00ae9ec9228b90661661ee4f401ed02b4e19b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x10daa9f4c0f985430fde4959adb2c791ef2ccf83,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,10004,Trade,buy,single item trade,0x8ff49372099b8077671b44112c9fefd6e962475b3270d1d43ef4de61e9dd9833,2023-11-20 14:06:23.000 UTC,18613486,88700000000000000,0.0887,179.065786,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xb61aadab2e6e6720f07dd5308e1947784454373a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
