blockchain,nft_contract_address,project_contract_address,token_id,evt_type,trade_category,trade_type,tx_hash,block_time,block_number,amount_raw,amount_original,amount_usd,currency_contract,currency_symbol,project,number_of_items,tx_from,tx_to
ethereum,0xd1b248dee3a4a0e9215e349dce237d4b6d6bb8a3,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,135,Trade,buy,single item trade,0x9e6135311a5a55c35783cb4d1565237a457d76604fffb95b08db730d27951bf1,2023-11-20 02:49:47.000 UTC,18610126,94500000000000000,0.0945,189.53865000000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xc1c4ec74429327bb3afd6c57da11771d1414739d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf95925e44f1cd20e2791b3bc8de3afb214d77956,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xc938e1ff7f73d9137c3bb1721d34544dd8be6b18d020bccac5111e90cd2ba265,2023-11-20 02:49:59.000 UTC,18610127,11000000000000000,0.011,22.0627,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd398a2f5530129d0175516242cd3e697edfc0fe1,0xc2c862322e9c97d6244a3506655da95f05246fd8
ethereum,0x73883743dd9894bd2d43e975465b50df8d3af3b2,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8040,Trade,buy,single item trade,0x01e64b5e0639c3b91bb0283d7e31299a8682e9e90eb67d884296cd6d8e921962,2023-11-20 02:50:11.000 UTC,18610128,9950040000000000,0.00995004,19.9648547604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xb71d947631bdc2f6f351c13f3b091a6f7afc5f35,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x73883743dd9894bd2d43e975465b50df8d3af3b2,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8054,Trade,buy,single item trade,0x01e64b5e0639c3b91bb0283d7e31299a8682e9e90eb67d884296cd6d8e921962,2023-11-20 02:50:11.000 UTC,18610128,9950040000000000,0.00995004,19.9648547604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xb71d947631bdc2f6f351c13f3b091a6f7afc5f35,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x4229fb41559289527a483599a18ffd0305a0ded7,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2104,Trade,Sell,secondary,0x95730c63c1405718a81cf6fc3a5dd0926d67044282e6be9d0688fe5143bc176a,2023-11-20 02:50:23.000 UTC,18610129,20000000000000000,0.02,40.1302,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x6cdab6d099e71dbe867d9d6405848c75be38dc08,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6618,Trade,buy,single item trade,0xecbb01eaf4c5d34ca9e1522a6347034a9a083f698a38a0b334a87b5a1b1284dd,2023-11-20 02:50:23.000 UTC,18610129,50300000000000000,0.0503,100.927453,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x4de3f1dddb69aeb755eeb016519b75ad8cca1ca4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd7448ccba6e1c01a5fbe4748e062c500fcfdf4f2,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4593,Trade,Buy,secondary,0x1a666e5fe92b93ae4abf29012a7ee37ab276260fc6047423ffa5bb03995df483,2023-11-20 02:50:35.000 UTC,18610130,19900000000000000,0.0199,39.929549,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x2a44fcb5aa315c6718a2759095fa351b065d5971,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xd7448ccba6e1c01a5fbe4748e062c500fcfdf4f2,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1352,Trade,Buy,secondary,0x1a666e5fe92b93ae4abf29012a7ee37ab276260fc6047423ffa5bb03995df483,2023-11-20 02:50:35.000 UTC,18610130,20400000000000000,0.0204,40.932804000000004,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x2a44fcb5aa315c6718a2759095fa351b065d5971,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x71d427598cb111217ba2ea1982222c4a25beddfb,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1220,Trade,Buy,secondary,0x3a267d497d8ea2424f55d3a712eac7aec503a71b1124ff64d20eded0967ae0e5,2023-11-20 02:50:35.000 UTC,18610130,19999000000000000,0.019999,40.12819349,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xf5bd8de96d1211c07f9479d10cc91ea0232a15ec,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x71d427598cb111217ba2ea1982222c4a25beddfb,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3544,Trade,Buy,secondary,0x3a267d497d8ea2424f55d3a712eac7aec503a71b1124ff64d20eded0967ae0e5,2023-11-20 02:50:35.000 UTC,18610130,19999000000000000,0.019999,40.12819349,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xf5bd8de96d1211c07f9479d10cc91ea0232a15ec,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x963590fabdc1333d03bc3af42a6b2ab33e21e2ee,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6274,Trade,buy,single item trade,0x4dd0fbbf854442bd082a5d30631408c1a0dc86a536da603ce1cf9f3933dff03c,2023-11-20 02:50:35.000 UTC,18610130,35000000000000000,0.035,70.22785,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x483d1f48d7e909b034e35640046084c6c93c9fdb,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1411,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,2600000000000000,0.0026,5.216926,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1368,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5500000000000000,0.0055,11.035805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,415,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,2600000000000000,0.0026,5.216926,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4274,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5500000000000000,0.0055,11.035805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4271,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,2700000000000000,0.0027,5.4175770000000005,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1370,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5500000000000000,0.0055,11.035805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4275,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,4000000000000000,0.004,8.02604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4273,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5000000000000000,0.005,10.03255,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1366,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,2600000000000000,0.0026,5.216926,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1355,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5100000000000000,0.0051,10.233201000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4272,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5600000000000000,0.0056,11.236456,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1354,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,2600000000000000,0.0026,5.216926,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1352,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,4000000000000000,0.004,8.02604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1342,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,4000000000000000,0.004,8.02604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x6cf4328f1ea83b5d592474f9fcdc714faafd1574,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,7988,Trade,buy,single item trade,0xdebe2ef86c3cdfc28ae1236cb72fcca2a3b1385c0a99458521760cdd89cd6997,2023-11-20 02:50:47.000 UTC,18610131,45000000000000000,0.045,90.29294999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x05cfb0de5a75176733c7478e33d3d5999e5859f4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1353,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,4000000000000000,0.004,8.02604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1369,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5500000000000000,0.0055,11.035805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1367,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5000000000000000,0.005,10.03255,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1386,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,5500000000000000,0.0055,11.035805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1343,Trade,offer accepted,single item trade,0xc447dc70859d77e194a358557761ad0a107f15b0682786fee09c060b02e55513,2023-11-20 02:50:47.000 UTC,18610131,4000000000000000,0.004,8.02604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2d0ee46b804f415be4dc8aa1040834f5125ebd2e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,267,Trade,buy,single item trade,0x94da2f54cd74b1ee94c06dc90f94f72918980250704a4ff06d7e7e3054cb5b78,2023-11-20 02:50:59.000 UTC,18610132,50000000000000000,0.05,100.3255,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xe8dee5f4baec65765beb26010752dbfea57c85ca,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x270edbe355ba17f787503c372464ecbaf3ada61a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5558,Trade,buy,single item trade,0xd0fb264b8987143668b2d623b8be49d1d9ccec85c9a8733d9fe52d25fcab7fac,2023-11-20 02:51:23.000 UTC,18610134,39800000000000000,0.0398,79.859098,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xf310e9f8edb1cd7f63c909b02e989380f2e5c886,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x0fcbd68251819928c8f6d182fc04be733fa94170,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2389,Trade,buy,single item trade,0x14a605e9e7a0ee92db4e79ce79c34bfcda45bba40276217bcf2abe0b7358ffb4,2023-11-20 02:51:23.000 UTC,18610134,45000000000000000,0.045,90.29294999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x4de3f1dddb69aeb755eeb016519b75ad8cca1ca4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x31d45de84fde2fb36575085e05754a4932dd5170,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,8975,Trade,Buy,secondary,0x8d12278e63dd7b0b813dc90409e439275b05e9c56d9deb2a775e8f694de50c5a,2023-11-20 02:51:23.000 UTC,18610134,54899000000000000,0.054899,110.15539249000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x0992b09812f2010b391ade6a1b12c55fea076e86,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xed5af388653567af2f388e6224dc7c4b3241c544,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4285,Trade,Sell,secondary,0x2e3fc7e66ef979fbd48cc7b11859196e159e3d360c8cc7fa056430897a02f0d0,2023-11-20 02:51:35.000 UTC,18610135,5550000000000000000,5.55,11136.1305,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x67a3291dc993cb2fd4079bb91e8a756c64a5c682,0x29469395eaf6f95920e59f858042f0e28d98a20b
ethereum,0x4e76c23fe2a4e37b5e07b5625e17098baab86c18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,10977,Trade,offer accepted,single item trade,0x92cc12e3707c42e724dd1d465881ea222c34c69e0a4b7d9470580472ddb89540,2023-11-20 02:51:59.000 UTC,18610137,66000000000000000,0.066,132.42966,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x98415e65216c83910f82f663dc152a535c0428b5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xff98c58fbb5ea3263d68b555029471d5bd8b55a8,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,96,Trade,buy,single item trade,0xa4f310d8d0fb6969ac20f2bbd83dffc8373249e7062bdb1077e5459dd896a07a,2023-11-20 02:51:59.000 UTC,18610137,1500000000000000000,1.5,3009.765,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x80ce1658e7e65abd21b15aaa559a7d223142c7a5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8943c7bac1914c9a7aba750bf2b6b09fd21037e0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5788,Trade,buy,single item trade,0x482d5684437f7a91f93208e3af492109f31690d2f92d183d7e7c010e23c2025e,2023-11-20 02:51:59.000 UTC,18610137,152999000000000000,0.152999,306.99402349,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x55ee946413fa8a9767b837a87ee69cc48cc4289b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x814c3ab3c08b6e10845706680d03e7306dd21491,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1860,Trade,Buy,secondary,0x3c3fa96c90e26dfb10abfd5043c76cb71ed259540e8e24129abc1b0d3c1e6b82,2023-11-20 02:51:59.000 UTC,18610137,12800000000000000,0.0128,25.683328,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x84e0737f9ea3307629ecb16e7970501d0793ccc7,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xf95925e44f1cd20e2791b3bc8de3afb214d77956,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xa0a518d54e62eaa09c1b258eb86b9df60fc8b6937aa7752ce956edd651b88691,2023-11-20 02:52:23.000 UTC,18610139,11000000000000000,0.011,22.07161,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd398a2f5530129d0175516242cd3e697edfc0fe1,0xc2c862322e9c97d6244a3506655da95f05246fd8
ethereum,0x883127c3e25354542603c1fb6ff2d27d545a0fa0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4107,Trade,buy,single item trade,0xe634b2b5be74a166418564125e5ad424a1d79da7e98af2e6470e41ffc0425ed5,2023-11-20 02:52:23.000 UTC,18610139,39000000000000000,0.039,78.25389,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x15f42c6cad7e4fff991236f2a98251d4415341e6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8dd23d86c4f85335e124949152fcc23312b0e927,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1061,Trade,buy,single item trade,0x7db9a394895401609b772a6c2ba87f003e999215114cbf51f7a8c2723aa5ec85,2023-11-20 02:52:35.000 UTC,18610140,30000000000000000,0.03,60.195299999999996,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x23e02a72ac3f4551eacffd1854b73ef0c371c4f4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf75fd01d2262b07d92dca7f19bd6a3457060d7db,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,6988,Trade,Buy,secondary,0x061f59f1b08603b701dfe11af6ec27573d2765e802969b94a4d57b5bf7550709,2023-11-20 02:52:35.000 UTC,18610140,29000000000000000,0.029,58.188790000000004,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x8ab073fa864aa89936c02155677318fb67dcf8b1,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2560fcff8cb6035a2708d4f5e9d18184ca711f89,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,609,Trade,buy,single item trade,0x197cc7dc1417c8a89c2114206167ea7de4d62231d9b737c3ac307e9832014831,2023-11-20 02:52:35.000 UTC,18610140,69000000000000000,0.069,138.44919000000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x96dc7733c6f6b9c86eb90141341ce72e207262d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2560fcff8cb6035a2708d4f5e9d18184ca711f89,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,228,Trade,buy,single item trade,0x197cc7dc1417c8a89c2114206167ea7de4d62231d9b737c3ac307e9832014831,2023-11-20 02:52:35.000 UTC,18610140,50000000000000000,0.05,100.3255,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x96dc7733c6f6b9c86eb90141341ce72e207262d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2560fcff8cb6035a2708d4f5e9d18184ca711f89,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,620,Trade,buy,single item trade,0x197cc7dc1417c8a89c2114206167ea7de4d62231d9b737c3ac307e9832014831,2023-11-20 02:52:35.000 UTC,18610140,58000000000000000,0.058,116.37758000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x96dc7733c6f6b9c86eb90141341ce72e207262d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x10daa9f4c0f985430fde4959adb2c791ef2ccf83,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xa31492cf74971542e8b016f412964f59f1c238ddb2e4f4ddd961339cc4e94311,2023-11-20 02:52:59.000 UTC,18610142,498000000000000000,0.498,999.24198,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xebe14892bf25879dc8aa770f10f4e928302aea91,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf661d58cfe893993b11d53d11148c4650590c692,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1899,Trade,buy,single item trade,0x8f8811a46744e8b8ffc3808b5bcb75f6c0c4d5a27052add5105ceba6d1121214,2023-11-20 02:52:59.000 UTC,18610142,55000000000000000,0.055,110.35805,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x3b3e9d902aa39ed861c2c3f3642ed60d49f5a1db,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7a31c6726f358fad0783110a46ef489372fbfc65,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1157,Trade,buy,single item trade,0x143203bff0c2cd0b9d88bf545e1e9302a9f043af2c1b239598a1636cd0b176a8,2023-11-20 02:52:59.000 UTC,18610142,95000000000000000,0.095,190.61845,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd3f5ee617d302fb17a5cf7fdb749fa638bc9ddcc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xef1a89cbfabe59397ffda11fc5df293e9bc5db90,0x575570f62c90a61763b1e93cf0da62ed810dbda2,391,Trade,Sell,secondary,0x7287d6163da5042c521d59c890a995abb82490cd5fae95bef73ec40a9bd1ad0f,2023-11-20 02:53:11.000 UTC,18610143,73655749480204134,0.07365574948020413,147.92284168109396,0x0000000000000000000000000000000000000000,ETH,sudoswap,1,0x44d1ca986e649e28cd6d84eada5097ef16df214a,0x52ca1cb9fc6fbd1cfe5630e74de8738b517a367a
ethereum,0xd1b6468b8c388716c6c69f1ffe135f525540782d,0xcda72070e455bb31c7690a170224ce43623d0b6f,1,Trade,Auction Settled,primary,0x5904e958328be0c8d400db8f1a72ad9563566e4dc43c9ffd98a82f085f719346,2023-11-20 02:53:11.000 UTC,18610143,275000000000000000,0.275,552.2825,0x0000000000000000000000000000000000000000,ETH,foundation,1,0xd1d33b233d9462c0e7ccf9962c9d941a57af3872,0xcda72070e455bb31c7690a170224ce43623d0b6f
